RANK,COMPANY,EXECUTIVE NAME,NET WORTH,COUNTRY
2379,Media,Luigi Berlusconi,1300000000.0,Italy
2381,Stationery,Chen Huwen,1300000000.0,China
2382,Industrial equipment,Chang Jianming & family,1300000000.0,China
2383,Hotels,Bruce Mathieson,1300000000.0,Australia
2384,Electronics,Allan Wong,1300000000.0,Hong Kong
2385,"Trading, investments",Joel Greenberg,1300000000.0,United States
2386,Investments,Alexander Mamut & family,1300000000.0,Russia
2387,"Oil, banking",Zhang Hongwei,1300000000.0,China
2388,Communications,Mohammed Ibrahim,1300000000.0,United Kingdom
2389,Hotels,Gabriel Escarrer & family,1300000000.0,Spain
2390,diversified,Mochtar Riady & family,1300000000.0,Indonesia
2391,Sunglasses,James Jannard,1300000000.0,United States
2392,Furniture retailing,Che Jianxing,1200000000.0,China
2393,"Oil, semiconductor",Chey Tae-won,1200000000.0,South Korea
2394,Manufacturing,Zsolt Felcsuti,1200000000.0,Hungary
2395,"Banking, development",Roman Avdeev,1200000000.0,Russia
2396,"Agriculture, finance",Kirill Minovalov,1200000000.0,Russia
2397,"Banking, credit cards",Nancy Lerner,1200000000.0,United States
2398,Palm oil,Bahari Karim,1200000000.0,Indonesia
2398,Palm oil,Burhan Karim,1200000000.0,Indonesia
2400,"Cable TV, investments",Gary Magness,1200000000.0,United States
2401,online games,Zhou Yahui,1200000000.0,China
2402,Health care,Forrest Preston,1200000000.0,United States
2403,Coca Cola Israel,Drorit Wertheim,1200000000.0,Israel
2404,Consumer goods,Pradip Burman,1200000000.0,India
2405,Grocery stores,Johan Johannson,1200000000.0,Norway
2406,mobile games,John Krystynak,1200000000.0,United States
2407,Automotive,Tran Ba Duong & family,1200000000.0,Vietnam
2408,Cirque du Soleil,Guy Laliberté,1200000000.0,Canada
2409,"Banking, credit cards",Randolph Lerner,1200000000.0,United States
2410,search engine,Shay Banon,1200000000.0,Israel
2411,Infrastructure,Virendra Mhaiskar,1200000000.0,India
2412,Banking,Norma Lerner,1200000000.0,United States
2413,Retail,Nigel Austin,1200000000.0,Australia
2414,EasyJet,Polys Haji-Ioannou,1200000000.0,Cyprus
2415,Publishing,Richard Desmond,1200000000.0,United Kingdom
2416,Diversified,Deniz Sahenk,1200000000.0,Turkey
2417,Chemicals,He Zhenggang,1200000000.0,China
2418,Liquor,Zachary Stern,1200000000.0,United States
2419,Pulp and paper,David Feffer,1200000000.0,Brazil
2420,computers,Yang Yuanqing,1200000000.0,China
2421,"Textiles, apparel",Huang Guanlin,1200000000.0,China
2422,TV shows,Joop van den Ende,1200000000.0,Netherlands
2423,Manufacturing,Vladimir Krupchak,1200000000.0,Cyprus
2424,Healthcare,Keiichi Shibahara,1200000000.0,Japan
2425,Oilfield equipment,Sun Weijie,1200000000.0,China
2426,Flipkart,Sachin Bansal,1200000000.0,India
2427,Logistics,Wang Jilei,1200000000.0,China
2428,Logistics,Lu Zongjun,1200000000.0,China
2429,Solar panels,Farhad Ebrahimi,1200000000.0,United States
2430,Real estate,Arsen Kanokov,1200000000.0,Russia
2431,Candy,Axel Oberwelland & family,1200000000.0,Germany
2432,Shipping,Vicente Boluda Fos,1200000000.0,Spain
2433,Real estate,Jeffrey Soffer,1200000000.0,United States
2434,Internet,Lee Hae-jin,1200000000.0,South Korea
2435,Computer hardware,Sara Liu,1200000000.0,United States
2436,Steel,Vadim Novinsky,1200000000.0,Ukraine
2437,Manufacturing,Donald Friese,1200000000.0,United States
2438,Banking,Sanjay Agarwal,1200000000.0,India
2439,Soy sauce,Pan Laican,1200000000.0,China
2440,Hotels,Gary Tharaldson,1200000000.0,United States
2441,Software,Christian Chabot,1200000000.0,United States
2442,Media,Aydin Dogan,1200000000.0,Turkey
2443,Military drones,Selçuk Bayraktar,1200000000.0,Turkey
2444,"Building, development",Pavel Golubkov,1200000000.0,Russia
2445,Shoes,J. Wayne Weaver,1200000000.0,United States
2446,Adhesives,Kalpana Parekh,1200000000.0,India
2447,Diversified,Oleg Boyko,1200000000.0,Russia
2448,Online games,Zeng Kaitian,1200000000.0,China
2449,Petrochemicals,Aloke Lohia,1200000000.0,India
2450,"Oil & gas, investments",Timothy Headington,1200000000.0,United States
2451,Retail,Tan Yu Yeh,1200000000.0,Malaysia
2452,Cosmetics,Sun Huaiqing & family,1200000000.0,China
2453,Fashion retail,Philip Green,1200000000.0,United Kingdom
2453,Fashion retail,Cristina Green,1200000000.0,United Kingdom
2455,Real estate,Pan Shiyi,1200000000.0,China
2456,Enterprise software,Bastian Nominacher,1200000000.0,Germany
2457,Pharmaceuticals,Hao Hong,1200000000.0,United States
2458,Shoes,Christian Louboutin,1200000000.0,France
2459,Furniture retailing,Wang Linpeng,1200000000.0,China
2460,Printed circuit boards,Zhuo Jun,1200000000.0,Hong Kong
2461,Security services,Helena Revoredo,1200000000.0,Spain
2462,Auto dealerships,Li Guoqiang,1200000000.0,China
2463,Data analytics,Ion Stoica,1200000000.0,Romania
2463,Data analytics,Matei Zaharia,1200000000.0,Romania
2463,Security startup,Yinon Costica,1200000000.0,Israel
2463,Security startup,Ami Luttwak,1200000000.0,Israel
2463,Security startup,Roy Reznik,1200000000.0,Israel
2463,Security startup,Assaf Rappaport,1200000000.0,Israel
2469,Shipping,Diamantis Diamantides & family,1200000000.0,Greece
2470,Investments,J. Christopher Flowers,1200000000.0,United States
2471,Online games,Li Weiwei,1200000000.0,China
2472,"shipbuilding, industrial machines",Chung Mong-joon,1200000000.0,South Korea
2473,payments technology,Ronald Clarke,1200000000.0,United States
2474,Diversified,Murdaya Poo,1200000000.0,Indonesia
2475,Stationery,Chen Huxiong,1200000000.0,China
2476,Coal,Lim Chai Hock,1200000000.0,Malaysia
2477,"Peugeot, investments",Marie-Hélène Peugeot-Roncoroni & family,1200000000.0,France
2478,Hedge funds,Thomas Sandell,1200000000.0,Sweden
2479,Cosmetics,Antonio Luiz Seabra,1200000000.0,Brazil
2480,Online payments,Philip Fayer,1200000000.0,Canada
2481,Loews,Andrew Tisch,1200000000.0,United States
2482,Rewards firm,Ankur Jain,1200000000.0,United States
2483,Appliances,Liang Zhaoxian,1200000000.0,China
2484,Electronics,Tony Chen,1200000000.0,Taiwan
2485,Basketball,LeBron James,1200000000.0,United States
2486,Enterprise software,Martin Klenk,1200000000.0,Germany
2487,Diversified,Yasseen Mansour,1200000000.0,Egypt
2488,Pulp and paper,Daniel Feffer,1200000000.0,Brazil
2489,banking,Richard Fairbank,1200000000.0,United States
2490,Banking,Carson Brice,1200000000.0,United States
2491,"Basketball, investments",Magic Johnson,1200000000.0,United States
2492,Video games,Yasuhiro Fukushima,1200000000.0,Japan
2493,online games,Li Qiong,1200000000.0,China
2494,Media,Mathias Doepfner,1200000000.0,Germany
2495,Law & Order,Dick Wolf,1200000000.0,United States
2496,"Construction, investments",Fahed Hariri,1200000000.0,Lebanon
2497,Pharmaceuticals,Anand Surana,1200000000.0,India
2497,Pharmaceuticals,Dilip Surana,1200000000.0,India
2499,"food products, entertainment",Lee Jay-hyun,1200000000.0,South Korea
2500,Mining,Li Jinyang,1200000000.0,China
2501,mining,Eduardo Hochschild,1200000000.0,Peru
2502,Food,Tsao Ter-fung,1200000000.0,Taiwan
2503,Banking,Andrei Kosogov,1200000000.0,Russia
2504,Online apparel retail,Eric Ya Shen,1200000000.0,China
2505,AI,Dai Wenyuan & family,1200000000.0,China
2506,Pulp and paper,Ruben Feffer,1200000000.0,Brazil
2507,Palm oil,Wirastuty Fangiono,1200000000.0,Indonesia
2508,polyester,Zhuang Kuilong & family,1200000000.0,China
2509,Fashion retail,Zhou Chengjian,1200000000.0,China
2510,money management,Larry Fink,1200000000.0,United States
2511,Qualcomm,Neil Kadisha,1200000000.0,United States
2512,Real estate,Zhang Keqiang,1200000000.0,China
2513,Rubber gloves,Lim Wee Chai,1200000000.0,Malaysia
2514,Real estate,Chua Thian Poh,1200000000.0,Singapore
2515,Retail,Chung Yong-jin,1200000000.0,South Korea
2516,Semiconductor devices,Liang Qin & family,1200000000.0,China
2517,"Retail, investments",Said Gutseriev,1200000000.0,Russia
2518,Aluminum products,Zeng Chaoyi,1200000000.0,China
2519,Coal,Eddy Sugianto,1200000000.0,Indonesia
2520,Industrial machinery,Anne Werninghaus,1200000000.0,Brazil
2521,Cloud computing,Scott Smith,1200000000.0,United States
2522,pulp and paper,Jorge Feffer & family,1100000000.0,Brazil
2523,Laboratory services,Yves-Loic Martin,1100000000.0,France
2524,Toys,Manny Stul,1100000000.0,Australia
2525,EasyJet,Stelios Haji-Ioannou,1100000000.0,Cyprus
2526,Furniture retail,Gary Friedman,1100000000.0,United States
2527,Real estate,Stephane Bonvin,1100000000.0,Switzerland
2528,Real estate,Jane Goldman,1100000000.0,United States
2529,Cheese,Francesco Saputo,1100000000.0,Canada
2530,alcohol,Lalit Khaitan,1100000000.0,India
2531,Investments,Gleb Fetisov,1100000000.0,Russia
2532,Levi's jeans,Mimi Haas,1100000000.0,United States
2533,Software,Sytse 'Sid' Sijbrandij,1100000000.0,Netherlands
2534,"Consumer products, banking",Nguyen Dang Quang,1100000000.0,Vietnam
2535,Manufacturing,Haryanto Tjiptodihardjo,1100000000.0,Indonesia
2536,Specialty chemicals,Ashwin Desai,1100000000.0,India
2537,metals and mining,Wang Jinhua,1100000000.0,China
2538,parcel lockers,Rafal Brzoska,1100000000.0,Poland
2539,Real estate,Jiang Zhaobai,1100000000.0,China
2540,Transportation,Keeree Kanjanapas,1100000000.0,Thailand
2541,Pneumatic equipments,Wang Shih-Chung,1100000000.0,Taiwan
2542,energy,Zhang Jianguo & family,1100000000.0,China
2543,Information Technology,Craig Abod,1100000000.0,United States
2544,Pharmaceutical,Ren Jinsheng & family,1100000000.0,China
2545,Investments,Antonio Gracias,1100000000.0,United States
2546,Meat processing,Clemens Toennies,1100000000.0,Germany
2546,Meat processing,Robert Toennies,1100000000.0,Germany
2548,Private equity,Michael Patterson,1100000000.0,United States
2549,Beer,Vera Rechulski Santo Domingo,1100000000.0,Brazil
2550,Private equity,Scot French,1100000000.0,United States
2551,GoPro,Nicholas Woodman,1100000000.0,United States
2552,Investments,Andrei Rappoport,1100000000.0,Russia
2553,Manufacturing,Paritosh Garg,1100000000.0,India
2554,Shopping malls,Jose Isaac Peres & family,1100000000.0,Brazil
2555,Payment services,Yasuhide Uno,1100000000.0,Japan
2556,Investment banking,Ruben Vardanyan & family,1100000000.0,Armenia
2557,Real estate,Zhang Xin,1100000000.0,China
2558,Chemical products,Simona Giorgetta,1100000000.0,Italy
2559,Real estate,Raymond Kwok,1100000000.0,Hong Kong
2560,Medical devices,Joe Kiani,1100000000.0,United States
2561,"Banking, sports team",Ken Kendrick,1100000000.0,United States
2562,Auto parts,Tang Aoqi & family,1100000000.0,China
2563,Cable,Xue Jiping,1100000000.0,China
2564,Hedge funds,Ryan Israel,1100000000.0,United States
2565,Video games,Kenzo Tsujimoto,1100000000.0,Japan
2566,Tires,Hiroshi Ishibashi,1100000000.0,Japan
2567,Plastic products,Pradeep Rathod,1100000000.0,India
2568,Feed,Tan Lili,1100000000.0,China
2569,"Peugeot, investments",Robert Peugeot & family,1100000000.0,France
2570,Agribusiness,Lucia Maggi & family,1100000000.0,Brazil
2571,Finance,Stanley Motta,1100000000.0,Panama
2572,pharmacueticals,Roy Vagelos,1100000000.0,United States
2573,Office real estate,Mark Dixon,1100000000.0,United Kingdom
2574,Power,Muhammed Aziz Khan,1100000000.0,Bangladesh
2575,Supermarkets,Marina Caprotti,1100000000.0,Italy
2575,Supermarkets,Giuliana Caprotti,1100000000.0,Italy
2577,Clinical diagnostics,Miao Yongjun,1100000000.0,China
2578,Software,Charles Gibbon,1100000000.0,New Zealand
2579,"Investments, energy",Randal Nardone,1100000000.0,United States
2580,Pharmaceuticals,Hua Xuande & family,1100000000.0,China
2581,IKEA,Peter Kamprad,1100000000.0,Sweden
2581,IKEA,Mathias Kamprad,1100000000.0,Sweden
2581,IKEA,Jonas Kamprad,1100000000.0,Sweden
2584,Cement,Lev Kvetnoi,1100000000.0,Russia
2585,Enterprise software,Alexander Rinke,1100000000.0,Germany
2586,Pharmaceuticals,Xiu Laigui,1100000000.0,China
2586,Fiber optic cables,Wang Jianyi,1100000000.0,China
2588,"Tourism, cultural industry",Yu Faxiang,1100000000.0,China
2589,Adult Entertainment,Gyorgy Gattyan,1100000000.0,Hungary
2590,"Banking, investments",Alfredo Harp Helu & family,1100000000.0,Mexico
2591,Military drones,Haluk Bayraktar,1100000000.0,Turkey
2592,Chemicals,Liu Xiucai & family,1100000000.0,United States
2593,Software,Shigefumi Wada,1100000000.0,Japan
2594,Comedy,Jerry Seinfeld,1100000000.0,United States
2595,pharmaceuticals,Yang Ying & family,1100000000.0,China
2596,Real estate,John Christodoulou,1100000000.0,United Kingdom
2597,Electronics,Benjamin Zhengmin Pan & family,1100000000.0,China
2598,Electronic components,Werner O. Weber,1100000000.0,Switzerland
2599,Agriculture,Pavel Demidov & family,1100000000.0,Russia
2600,Low-cost airlines,William Franke,1100000000.0,United States
2601,Food,Tony Tan Caktiong,1100000000.0,Philippines
2602,Poultry breeding,Cheng Lili,1100000000.0,China
2603,Hotels,Michael Kum,1100000000.0,Singapore
2604,Hospitals,Pongsak Viddayakorn,1100000000.0,Thailand
2605,Pharmaceuticals,Subbamma Jasti,1100000000.0,India
2606,Mining,Vladislav Sviblov,1100000000.0,Russia
2607,Electronics,Xu Zhihan,1100000000.0,China
2608,Manufacturing,Xiang Wenbo,1100000000.0,China
2609,financial services,Harry Klagsbrun,1100000000.0,Sweden
2610,equipment,Zhou Junjie,1100000000.0,China
2611,"Video games, Pachinko",Hajime Satomi,1100000000.0,Japan
2612,Paper,Liu Ming Chung,1100000000.0,Brazil
2613,Software,Morris Kahn,1100000000.0,Israel
2614,"Logistics, sports",Michael Andlauer,1100000000.0,Canada
2615,real estate,John Lim,1100000000.0,Singapore
2616,Coffee,Michaela Herz,1100000000.0,Germany
2616,Coffee,Christian Herz,1100000000.0,Germany
2618,Real estate,Amy Goldman Fowler,1100000000.0,United States
2619,Investments,Christian Angermayer,1100000000.0,Germany
2620,Electronics,Koo Bon-neung,1100000000.0,South Korea
2621,Manufacturing,Mao Zhongwu,1100000000.0,China
2622,Insurance,Shlomo Eliahu,1100000000.0,Israel
2623,Mining,Kostyantin Zhevago,1100000000.0,Ukraine
2624,Liquor,Abigail Bennett,1100000000.0,United States
2625,Agribusiness,Wen Pengcheng & family,1100000000.0,China
2626,Graphite electrodes,Krishna Kumar Bangur,1100000000.0,India
2627,Telecom,Murat Vargi,1100000000.0,Turkey
2628,Aerospace,Nicholas Howley,1100000000.0,United States
2629,Software,Mike Speiser,1100000000.0,United States
2630,Chemicals,Peter-Alexander Wacker,1100000000.0,Germany
2631,Auto parts,Wang Jianfeng & family,1100000000.0,China
2632,Cosmetics,Kim Jung-woong,1100000000.0,South Korea
2633,Healthcare,Zhu Yiwen & family,1100000000.0,China
2634,software,Tang Ye,1100000000.0,China
2635,Pig breeding,Qian Ying,1100000000.0,China
2636,Semiconductors,Qiu Minxiu,1100000000.0,China
2637,Manufacturing,Tang Xiuguo,1100000000.0,China
2638,Software,Ye Qiongjiu,1100000000.0,China
2639,energy,Ma Yunsheng,1100000000.0,China
2640,Manufacturing,Cao Ji,1100000000.0,China
2641,private equity,Weijian Shan,1100000000.0,Hong Kong
2642,"Telecom, lotteries, insurance",Surin Upatkoon,1100000000.0,Thailand
2643,Online games,Kim Taek-jin,1100000000.0,South Korea
2644,Pharmaceuticals,Chen Xueli,1100000000.0,China
2645,Industrial Machinery,Livia Voigt,1100000000.0,Brazil
2645,Industrial Machinery,Dora Voigt de Assis,1100000000.0,Brazil
2647,Chemical products,Veronica Squinzi,1100000000.0,Italy
2647,Chemical products,Marco Squinzi,1100000000.0,Italy
2649,Diversified,Analjit Singh,1100000000.0,India
2650,Medical devices,Benedicte Find,1100000000.0,Denmark
2651,Wine,Zhang Yubai,1100000000.0,China
2652,Software,Orion Hindawi,1100000000.0,United States
2653,Sourcing,William Fung,1100000000.0,Hong Kong
2654,Real estate,Diane Kemper,1100000000.0,United States
2655,Cinemas,Benny Suherman,1100000000.0,Indonesia
2656,Transportation,Chang Kuo-Ming,1100000000.0,Taiwan
2657,Supply chain services,Michael Gans & family,1100000000.0,Luxembourg
2658,Semiconductors,Lisa Su,1000000000.0,United States
2659,Media,Maria Frias,1000000000.0,Brazil
2660,EasyJet,Clelia Haji-Ioannou,1000000000.0,Cyprus
2661,Retail,Lucio Co,1000000000.0,Philippines
2662,Petrochemicals,Tseng Sing-ai,1000000000.0,Taiwan
2663,manufacturing,Yao Hsiao Tung,1000000000.0,Singapore
2664,"Textiles, petrochemicals",Tang Jinkui & family,1000000000.0,China
2665,Software,Zhao Hongfei,1000000000.0,China
2666,food delivery app,Andy Fang,1000000000.0,United States
2667,"Real Estate, Investments",Tibor Veres,1000000000.0,Hungary
2668,package delivery,Jet Jie Li,1000000000.0,China
2669,meat processing,Luigi Cremonini & family,1000000000.0,Italy
2670,metallurgy,Igor Kudryashkin,1000000000.0,Russia
2671,Transport,Sergey Shishkarev,1000000000.0,Russia
2672,Sourcing,Victor Fung,1000000000.0,United States
2673,real estate,Surendra Hiranandani,1000000000.0,Cyprus
2674,Media,Ric Elias,1000000000.0,United States
2675,Aluminium,Zeng Chaolin,1000000000.0,China
2676,advertising,Dirk Stroeer,1000000000.0,Germany
2677,Cybersecurity,Michelle Zatlyn,1000000000.0,Canada
2678,Amusement parks,Huang Qiaoling,1000000000.0,China
2679,Biotech,John Oyler,1000000000.0,United States
2680,Online games,Kim Jae-young,1000000000.0,South Korea
2681,Real estate,Thongma Vijitpongpun,1000000000.0,Thailand
2682,Package delivery,Eiichi Kuriwada,1000000000.0,Japan
2683,fintech,Lee Seung-gun,1000000000.0,South Korea
2684,Online games,Tianqiao Chen,1000000000.0,China
2685,Online universities,Danilo Iervolino,1000000000.0,Italy
2686,Agribusiness,Itamar Locks & family,1000000000.0,Brazil
2687,Agribusiness,Blairo Maggi,1000000000.0,Brazil
2688,Polyester,Chen Shiliang,1000000000.0,China
2689,hotels,David Fattal & family,1000000000.0,Israel
2690,"Energy, chemicals",Dou Zhenggang,1000000000.0,China
2691,Auto parts,Xu Xudong & family,1000000000.0,China
2692,"telecom, oil service, real estate",Andrei Kuzyaev,1000000000.0,Russia
2693,Pharmaceuticals,Cai Hongbin,1000000000.0,China
2694,Investments,Hedda im Brahm-Droege,1000000000.0,Germany
2695,LG,Koo Bon-sik,1000000000.0,South Korea
2696,Semiconductors,Zhu Yiming,1000000000.0,China
2697,building materials,Robert Knauf,1000000000.0,Germany
2698,building materials,Martin Knauf,1000000000.0,Germany
2699,Diversified,Clóvis Ermírio de Moraes,1000000000.0,Brazil
2699,Diversified,Regina Helena S. Velloso,1000000000.0,Brazil
2699,Diversified,Carlos Eduardo M. Scripilliti,1000000000.0,Brazil
2702,Medical diagnostic equipment,Tadako Nakatani,1000000000.0,Japan
2704,Pharmaceuticals,Joao Alves de Queiroz Filho,1000000000.0,Brazil
2705,Brewery,Yang Tingdong,1000000000.0,China
2706,Education,Lu Zhongfang,1000000000.0,China
2707,Asset management,Edouard Carmignac,1000000000.0,France
2708,"Energy drinks,investments",Niti Osathanugrah,1000000000.0,Thailand
2709,Uber,Ryan Graves,1000000000.0,United States
2710,IT,Denis Frolov,1000000000.0,Russia
2711,retail,Shin Dong-joo,1000000000.0,South Korea
2712,pharmaceuticals,Antonio Gallardo Ballart,1000000000.0,Spain
2713,pharmacy,Edward Netylko,1000000000.0,Russia
2714,Mining,Chris Ellison,1000000000.0,Australia
2715,Hedge funds,Louis Bacon,1000000000.0,United States
2716,Real estate,Larry Silverstein,1000000000.0,United States
2717,IT consulting,Neerja Sethi,1000000000.0,United States
2718,home appliance,Huang Jian,1000000000.0,China
2719,Fashion,Tory Burch,1000000000.0,United States
2720,"Movies, investments",Arnold Schwarzenegger,1000000000.0,United States
2721,Paints,Prachak Tangkaravakoon,1000000000.0,Thailand
2722,Jewelry,Lu Yiwen,1000000000.0,China
2723,"Tires, retail",Sjamsul Nursalim,1000000000.0,Indonesia
2724,Education,Xu Wanmao,1000000000.0,China
2725,Investments,Sam Altman,1000000000.0,United States
2726,Liquefied natural gas,Michael S. Smith,1000000000.0,United States
2726,Real estate,Richard Kurtz,1000000000.0,United States
2726,"Banking, investments",Henadiy Boholyubov,1000000000.0,Ukraine
2726,Technology,James Peng,1000000000.0,China
2730,food delivery app,Stanley Tang,1000000000.0,United States
2731,air coolers,Achal Bakeri,1000000000.0,India
2732,Manufacturing,Wang Shuifu,1000000000.0,China
2733,Auto parts,Chin Jong Hwa,1000000000.0,Taiwan
2734,Electronics Retail,Ryuji Arai,1000000000.0,Japan
2735,printed circuit board,She Yingjie,1000000000.0,Hong Kong
2736,Glass,Jiang Jinhua,1000000000.0,China
2737,Semiconductor,Wang Minwen,1000000000.0,China
2738,Machinery,Song Fei,1000000000.0,China
2739,Packaging,Li Xiaohua & family,1000000000.0,China
2740,Electric scooters,Qian Jinghong,1000000000.0,China
2741,Lithium-ion battery cap,Li Jianli,900000000.0,China
2742,"music, sneakers",Kanye West,400000000.0,United States
